#NAME(1),a(au),Period(day),Excentricity(1),Mass(Mjup),Mstar(Msun),Rstar(Rsun),Teff(K),Rplanet(Rjup)
KOI_1303.01,0.2,34.29834,0,0.06289560098671769,0.9,1.46,5499,0.3818366810285655
KOI_1304.01,0.055,4.59731,0,0.01181375325229529,1.029,0.93,5973,0.13828197560613936
KOI_1488.01,0.044,3.949633,0,0.016007682752572028,0.747,0.75,5078,0.18734977340186623
KOI_1489.01,0.115,16.00451,0,0.015382978884511782,0.782,0.73,5126,0.18110478095513735
KOI_1491.01,0.042,3.148679,0,0.020822784207977653,0.97,1.03,5059,0.22660401163844773
KOI_1494.01,0.073,8.1959,0,0.017989941138038083,0.77,0.78,4559,0.20519260896394872
KOI_1495.01,0.122,15.5949,0,0.024565958336960184,0.99,0.92,5880,0.24979969786915496
KOI_174.01,0.253,56.35387,0,0.014625868718771575,0.682,0.627,4768,0.17307550495220023
KOI_1496.01,0.218,36.12846,0,0.9491693777189005,1.06,0.97,5667,0.9902773736955787
KOI_1498.01,0.064,5.833734,0,0.01647469376544035,1.05,0.95,6034,0.19181048229238684
KOI_1498.02,0.036,2.421496,0,0.008914058575312862,1.05,0.95,6034,0.12043914004405687
KOI_1715.01,0.43,105.0129,0,0.014147423879040725,0.96,1.05,5853,0.16772265428357547
KOI_1716.01,0.05,4.880861,0,0.013538959863280521,0.693,0.68,4811,0.1605855200587425
KOI_1717.01,0.088,10.56156,0,0.011878609310077826,0.822,0.93,5437,0.13917411738424348
KOI_1718.01,0.332,67.66919,0,0.047897893277621735,1.06,1.13,6148,0.3390138756795675
KOI_1720.01,0.286,59.6626,0,0.021619793887072344,0.876,0.77,5419,0.2319568623070725
KOI_1721.01,0.268,52.632,0,0.018315120114395567,0.925,0.82,5604,0.20786903429826112
KOI_192.01,0.095,10.2909988,0,0.9132506179370309,1.1,1.03,6195,0.9010631958851661
KOI_1722.01,0.118,14.87712,0,0.013318756268476914,0.988,0.88,5841,0.15790909472443013
KOI_1723.01,0.305,59.62217,0,0.0391524451175911,1.063,0.96,6095,0.3122496223364437
KOI_1724.01,0.135,17.42459,0,0.03660046286224619,1.07,1.01,5753,0.3033282045554025
KOI_1725.01,0.054,9.8847,0,0.0051533972050433405,0.21,0.27,3240,0.10259630448197436
KOI_1726.01,0.217,44.96393,0,0.013839185548687667,0.676,0.654,4732,0.16415408717115898
KOI_1727.01,0.263,49.76999,0,0.11762720397578394,0.974,0.87,5793,0.5174422313003925
KOI_1731.01,0.034,2.594962,0,0.020438317116158008,0.81,0.87,4593,0.22392758630413534
KOI_1732.01,0.237,43.31688,0,0.031995272040181454,0.95,0.84,5691,0.28548536899332
KOI_1733.01,0.134,19.18123,0,0.017989941138038083,0.869,0.77,5395,0.20519260896394872
KOI_193.01,0.225,37.590272,0,1,1.08,0.99,6134,1.2489984893457748
KOI_1736.01,0.196,31.0031,0,0.02006293496229358,1.04,0.94,6021,0.22125116096982297
KOI_1738.01,0.047,4.167856,0,0.006869220436618467,0.796,0.85,5307,0.11151772226301562
KOI_1739.01,0.721,220.657,0,0.016007682752572028,1.028,0.92,5966,0.18734977340186623
KOI_1112.01,0.225,37.81062,0,0.016379849649289752,1.06,1.01,6099,0.19091834051428275
KOI_1115.01,0.105,12.99178,0,0.016285734078303266,0.91,1.23,5685,0.1900261987361786
KOI_1116.01,0.047,3.749103,0,0.011943752897771038,1.011,1.05,5746,0.1400662591623476
KOI_1117.01,0.107,11.08942,0,0.01696010811674252,1.318,1.58,6405,0.1962711911829075
KOI_1118.01,0.077,7.373009,0,0.02303518150964036,1.13,1.19,6317,0.24087828008811374
KOI_1308.01,0.162,23.58461,0,0.016570274015107838,1.018,0.93,5956,0.192702624070491
KOI_1309.01,0.102,10.117121,0,0.024565958336960184,1.4,1.42,7110,0.24979969786915496
KOI_1310.01,0.142,19.12962,0,0.01696010811674252,1.05,0.96,6042,0.1962711911829075
KOI_1311.01,0.388,83.57752,0,0.06049780884697308,1.12,1.38,6188,0.37469954680373246
KOI_1312.01,0.069,6.146918,0,0.012681492758190931,1.161,1.09,6367,0.14987981872149297
KOI_1314.01,0.09,8.57507,0,0.03836866982825271,1.32,2.67,5124,0.3095731970021314
KOI_1315.01,0.074,6.846337,0,0.01182725005742083,1.174,1.145,6029,0.13114484138130636
KOI_1316.01,0.082,7.64951,0,0.01182725005742083,1.254,1.84,5721,0.13114484138130636
KOI_1316.02,0.113,12.37679,0,0.01182725005742083,1.254,1.84,5721,0.13114484138130636
KOI_1499.01,0.107,14.163994,0,0.020312190424289847,0.822,0.92,5438,0.22303544452603125
KOI_1499.02,0.016,0.840649,0,0.0007254875283034782,0.822,0.92,5438,0.058881357354872245
KOI_1499.03,0.062,6.20934,0,0.0026192733102255836,0.822,0.92,5438,0.08475346891989187
KOI_1501.01,0.033,2.617056,0,0.010065691368859842,0.694,0.68,4819,0.12489984893457748
KOI_1503.01,0.537,150.2413,0,0.053637352305534194,0.916,0.81,5573,0.35418028590733763
KOI_1505.01,0.058,5.032589,0,0.017159639268264762,1.023,0.93,5963,0.19805547473911575
KOI_1506.01,0.23,40.42805,0,0.02992676470192619,0.987,0.88,5831,0.2765639512122787
KOI_1507.01,0.155,21.35913,0,0.024565958336960184,1.09,1,6150,0.24979969786915496
KOI_1508.01,0.154,22.04579,0,0.028190046224740858,0.998,0.89,5880,0.2685346752093416
KOI_931.01,0.048,3.8556024,0,1,0.997,0.89,5870,0.9902773736955787
KOI_935.04,0.094,9.61686,0,0.01478988332302201,1.208,1.15,6514,0.17485978850840847
KOI_936.01,0.07,9.467839,0,0.021349893727018857,0.512,0.496,3834,0.23017257875086425
KOI_936.02,0.015,0.8930477,0,0.01182725005742083,0.512,0.496,3834,0.13114484138130636
KOI_937.01,0.142,20.83495,0,0.019338605009026066,0.878,0.78,5429,0.21589831030119822
KOI_1127.03,0.04,2.83678,0,0.009594493778887308,1.04,0.89,5602,0.12311556537836923
KOI_1128.01,0.019,0.9748764,0,0.010306604131922276,0.928,0.878,5480,0.1257919907126816
KOI_1129.01,0.051,4.897134,0,0.011493518353196576,0.74,0.73,5023,0.13382126671561873
KOI_1320.01,0.09,10.506822,0,0.3762906532434884,0.87,0.75,4936,0.7315562580453824
KOI_1323.01,0.05,3.9901099,0,0.16538857265964516,1.02,0.75,5666,0.57097073798664
KOI_1325.01,0.091,10.035355,0,0.07296712593626367,0.988,0.88,5843,0.41038521792789745
KOI_1326.01,0.263,53.1009487,0,1,0.863,0.8,5429,3.300924578985262
KOI_1328.01,0.359,80.96711,0,0.11762720397578394,0.944,0.84,5673,0.5174422313003925
KOI_1329.01,0.191,33.1994,0,0.026219735239476377,0.838,0.75,5300,0.25872111565019623
KOI_1331.01,0.064,6.800945,0,0.012140985226052094,0.74,0.61,4652,0.14274268449666
KOI_1510.01,0.016,0.83995,0,0.01182725005742083,0.744,0.654,4885,0.13114484138130636
KOI_1511.01,0.036,2.578878,0,0.013102580839704538,0.958,0.85,5731,0.15523266939011773
KOI_176.01,0.204,30.22935,0,0.021619793887072344,1.23,1.18,6568,0.2319568623070725
KOI_1516.01,0.154,20.55341,0,0.02800412939982539,1.14,1.07,6314,0.26764253343123745
KOI_1517.01,0.232,40.06841,0,0.031995272040181454,1.04,1.03,6061,0.28548536899332
KOI_1518.01,0.177,27.50655,0,0.015125076465614909,0.97,0.86,5771,0.17842835562082499
KOI_1519.01,0.056,5.144392,0,0.011564804514926986,0.88,0.71,4994,0.13025269960320224
KOI_1520.01,0.128,18.45848,0,0.014304699747848941,0.82,0.83,5372,0.16950693783978374
KOI_1521.01,0.156,25.94199,0,0.014544730336171464,0.758,0.77,5134,0.1721833631740961
KOI_177.01,0.149,21.06046,0,0.013839185548687667,0.998,1.06,5758,0.16415408717115898
KOI_938.02,0.019,1.045632,0,0.0074472135885528135,0.878,0.8,5463,0.11419414759732799
KOI_940.01,0.063,6.104862,0,0.0391524451175911,0.894,0.79,5482,0.3122496223364437
KOI_129.01,0.181,24.6691698,0,1,1.29,1.39,6741,1.0527272981628675
KOI_942.01,0.092,11.515093,0,0.02303518150964036,0.788,0.69,5070,0.24087828008811374
KOI_943.01,0.043,3.601449,0,0.016007682752572028,0.84,0.74,5273,0.18734977340186623
KOI_1141.01,0.052,5.728256,0,0.01200919165507888,0.564,0.537,4149,0.14095840094045176
KOI_1142.01,0.045,3.75577,0,0.012820257934779422,0.84,0.74,5278,0.15166410227770125
KOI_1145.01,0.195,30.58396,0,0.02303518150964036,1.05,0.96,6064,0.24087828008811374
KOI_1146.01,0.059,7.097028,0,0.0051533972050433405,0.541,0.517,4018,0.10259630448197436
KOI_1150.01,0.015,0.6773911,0,0.004412023453941835,1.003,1.09,5731,0.09813559559145375
KOI_1335.01,0.524,127.8329,0,0.28297872092285753,1.18,1.72,6222,0.7672419291695474
KOI_1336.04,0.054,4.458252,0,0.012820257934779422,1.04,1.09,6082,0.15166410227770125
KOI_1337.01,0.028,1.92282,0,0.0048478132389415856,0.764,0.75,5119,0.1008120209257661
KOI_1338.01,0.042,3.222961,0,0.012363025573426995,0.952,0.98,5836,0.1329291249375146
KOI_1338.02,0.233,42.0365,0,0.012408450306845818,0.952,0.98,5836,0.1463112516090765
KOI_1338.03,0.147,21.01086,0,0.006144573547926738,0.952,0.98,5836,0.10794915515059911
KOI_1339.01,0.048,4.168078,0,0.012476168981244503,0.85,1.01,5554,0.1472033933871806
KOI_1341.01,0.055,4.514349,0,0.012476168981244503,1.07,1.07,6157,0.1472033933871806
KOI_1522.01,0.199,33.38541,0,0.0182058645019643,0.938,0.99,5803,0.20697689252015697
KOI_1525.01,0.084,7.714663,0,0.01726058492951195,1.35,1.46,6905,0.19894761651721984
KOI_1526.01,0.055,4.44446,0,0.010551076838668526,1.11,1.02,6222,0.12668413249078572
KOI_1527.01,0.628,192.6747,0,0.06049780884697308,0.89,1.18,5648,0.37469954680373246
KOI_1528.01,0.046,3.98955,0,0.0026192733102255836,0.836,0.733,5267,0.08475346891989187
KOI_1530.01,0.112,12.98497,0,0.014225792424438773,1.11,1.09,6267,0.1686147960616796
KOI_1531.01,0.063,5.699215,0,0.011564804514926986,1.036,1.06,6069,0.13025269960320224
KOI_1532.01,0.143,18.1145,0,0.01647469376544035,1.18,1.29,6450,0.19181048229238684
KOI_1533.01,0.07,6.241515,0,0.01254424386703551,1.15,1.1,6352,0.14809553516528473
KOI_945.01,0.179,25.84723,0,0.02095299423911337,1.14,1.07,6317,0.22749615341655183
KOI_945.02,0.242,40.71652,0,0.02800412939982539,1.14,1.07,6317,0.26764253343123745
KOI_947.01,0.149,28.59878,0,0.02006293496229358,0.534,0.513,3979,0.22125116096982297
KOI_948.01,0.16,24.58719,0,0.020312190424289847,0.896,0.79,5493,0.22303544452603125
KOI_949.01,0.107,12.532507,0,0.02992676470192619,1.035,0.93,6000,0.2765639512122787
KOI_149.01,0.12,14.557339,0,0.1058323405085497,1.095,1.79,5642,0.4915701197353728
KOI_1159.01,0.282,64.61635,0,0.06049780884697308,0.718,0.71,4934,0.37469954680373246
KOI_1160.01,0.104,13.21415,0,0.025878774322481743,0.861,0.759,5363,0.256936832093988
KOI_1162.01,0.588,158.6924,0,0.0665822735485092,1.07,1.25,6138,0.392542382365815
KOI_1342.02,0.083,8.181943,0,0.016379849649289752,1.12,1.09,6290,0.19091834051428275
KOI_1344.01,0.054,4.487548,0,0.004412023453941835,1.05,0.95,6038,0.09813559559145375
KOI_1355.01,0.269,51.92981,0,0.09393187576166998,0.96,0.85,5738,0.463913724614145
KOI_1356.01,1.024,384.026,0,0.3462215171093917,0.97,1,5891,0.8118490180747536
KOI_1357.01,0.04,3.01435,0,0.02504882994388638,0.96,0.97,5015,0.25247612320346735
KOI_1358.01,0.056,5.644954,0,0.016007682752572028,0.74,0.67,4601,0.18734977340186623
KOI_1534.01,0.154,20.42226,0,0.012408450306845818,1.16,1.12,6401,0.1463112516090765
KOI_1534.02,0.08,7.63861,0,0.0026192733102255836,1.16,1.12,6401,0.08475346891989187
KOI_1535.01,0.344,70.6985,0,0.017159639268264762,1.08,1.18,6190,0.19805547473911575
KOI_1536.01,0.049,3.744351,0,0.0074472135885528135,1.134,1.15,5862,0.11419414759732799
KOI_1537.01,0.094,10.19144,0,0.0015530510481207781,1.071,1.116,6063,0.07315562580453824
KOI_179.01,0.15,20.740555,0,0.044793487767834275,1.043,1.04,6081,0.33009245789852626
KOI_953.01,0.045,3.5840842,0,0.06973710034020508,0.94,0.83,5669,0.40146380014685623
KOI_131.01,0.06,5.0142325,0,0.5373110408506392,1.17,1.13,6411,0.8029276002937125
KOI_955.01,0.075,7.039078,0,0.024565958336960184,1.15,1.07,6330,0.24979969786915496
KOI_956.01,0.07,8.360847,0,0.03135894894752484,0.654,0.628,4628,0.2828089436590076
KOI_1165.01,0.071,7.053943,0,0.031995272040181454,0.944,1.17,5810,0.28548536899332
KOI_1165.02,0.051,4.2928,0,0.003744218221213967,0.944,1.17,5810,0.09367488670093312
KOI_1166.01,0.077,7.67478,0,0.020312190424289847,1.05,0.95,6040,0.22303544452603125
KOI_1168.01,1.193,432.09,0,0.024565958336960184,1.21,1.4,6463,0.24979969786915496
KOI_1169.01,0.016,0.689204,0,0.012363025573426995,1.082,1.014,5719,0.1329291249375146
KOI_1170.01,0.073,7.343692,0,0.016007682752572028,0.979,0.87,5810,0.18734977340186623
KOI_1174.01,0.796,330,0,0.018760945893355332,0.617,0.587,4436,0.2114376014106776
KOI_161.01,0.039,3.1055091,0,0.022743116290617295,0.836,0.798,4915,0.2390939965319055
KOI_1358.02,0.075,8.74306,0,0.01200919165507888,0.74,0.67,4601,0.14095840094045176
KOI_1358.03,0.042,3.648459,0,0.0048478132389415856,0.74,0.67,4601,0.1008120209257661
KOI_1358.04,0.031,2.34587,0,0.004272681339965264,0.74,0.67,4601,0.09724345381334962
KOI_1359.01,0.222,37.10064,0,0.0391524451175911,1.05,0.92,5720,0.3122496223364437
KOI_1359.02,0.443,104.8198,0,0.16936376670431344,1.05,0.92,5720,0.6512634980160111
KOI_1360.03,0.015,0.764022,0,0.0013018906606631936,0.798,0.7,5115,0.06958705869212174
KOI_1362.01,0.143,20.51321,0,0.02303518150964036,0.93,0.79,5106,0.24087828008811374
KOI_162.01,0.112,14.006406,0,0.020822784207977653,0.949,0.96,5817,0.22660401163844773
KOI_1546.01,0.018,0.9175471,0,0.6771985785303543,0.929,0.82,5632,0.8475346891989187
KOI_1547.01,0.196,30.693946,0,1,1.06,0.84,5901,1.0081202092576613
KOI_1549.01,0.18,29.481015,0,1,0.889,1.03,5676,6.601849157970524
KOI_179.02,1.369,572.3979,0,0.08664117153676214,1.043,1.04,6081,0.4460708890520625
KOI_1552.01,0.335,77.63367,0,0.7785445969893926,0.83,0.89,4650,0.963513120352455
KOI_1553.01,0.282,52.75886,0,0.176246685655289,1.08,0.98,6119,0.6601849157970525
KOI_180.01,0.091,10.045607,0,0.02069360640969991,0.987,0.92,5680,0.22571186986034358
KOI_1557.04,0.023,1.499142,0,0.0038720518146814213,0.687,0.67,4779,0.09456702847903725
KOI_969.01,0.133,17.5120156,0,1,1.027,1.062,5975,4.371494712710212
KOI_972.01,0.139,13.118908,0,0.10291188761279275,2.06,2.92,8002,0.5442064846435162
KOI_972.02,0.098,7.82257,0,0.013031382012060519,2.06,2.92,8002,0.1543405276120136
KOI_974.01,0.309,53.50607,0,0.032865229842500364,1.37,2.19,6175,0.2890539361057365
KOI_976.01,0.337,52.56909,0,1,1.843,1.624,7822,7.940061825126712
KOI_977.01,0.024,1.3537763,0,1,0.976,16.5,4204,5.665100290961194
KOI_1175.01,0.199,31.59334,0,0.014707583850186152,1.059,1.65,5610,0.17396764673030435
KOI_1175.02,0.133,17.15714,0,0.012476168981244503,1.059,1.65,5610,0.1472033933871806
KOI_1176.01,0.027,1.97376051,0,0.807148116531295,0.68,0.618,4656,0.8796517932106671
KOI_151.01,0.115,13.447247,0,0.09848585369071174,1.12,1.08,6290,0.5352850668624749
KOI_1367.01,0.012,0.5678562,0,0.010306604131922276,0.781,0.699,5070,0.1257919907126816
KOI_1369.01,0.041,3.016148,0,0.011493518353196576,1.03,0.98,6013,0.13382126671561873
KOI_1370.01,0.07,6.883593,0,0.01406958651572169,0.952,0.84,5707,0.16683051250547137
KOI_1375.01,0.958,321.2139,0,0.137225693182833,1.135,1.168,6169,0.6048721255545967
KOI_1558.01,0.204,32.504651,0,1,1.08,0.99,5874,3.21171040117485
KOI_1561.01,0.086,9.085941,0,1,1.02,0.97,6001,2.3195686230707246
KOI_1563.01,0.059,5.487108,0,0.0391524451175911,0.9,0.87,4918,0.3122496223364437
KOI_1563.02,0.077,8.290858,0,0.02992676470192619,0.9,0.87,4918,0.2765639512122787
KOI_1563.03,0.041,3.205386,0,0.016099658218354126,0.9,0.87,4918,0.18824191517997035
KOI_1564.01,0.276,53.44965,0,0.09024864080109458,0.976,0.87,5796,0.45499230683310365
KOI_1569.01,0.099,13.7521,0,0.025878774322481743,0.686,0.665,4777,0.256936832093988
KOI_984.01,0.052,4.2873775,0,0.031781639435290325,1.01,0.92,5515,0.28459322721521585
KOI_987.01,0.042,3.179262,0,0.0074472135885528135,0.975,0.917,5542,0.11419414759732799
KOI_989.03,0.121,16.16099,0,0.041880897203973984,0.898,0.84,5577,0.321171040117485
KOI_991.01,0.105,12.062148,0,0.02303518150964036,1.06,1.57,5938,0.24087828008811374
KOI_992.01,0.09,9.93161,0,0.013915474948216338,0.986,0.88,5841,0.16504622894926313
KOI_1191.01,0.08,8.17248,0,0.02800412939982539,1.04,0.81,5739,0.26764253343123745
KOI_1192.01,2.969,2015.63529,0,1,0.857,1.03,5575,4.282280534899799
KOI_1193.01,0.46,119.06285,0,0.5630777098140365,0.92,1.04,5756,0.9099846136662073
KOI_1194.01,0.072,8.70778,0,0.014304699747848941,0.64,0.61,4350,0.16950693783978374
KOI_1194.02,0.102,14.86297,0,0.012363025573426995,0.64,0.61,4350,0.1329291249375146
KOI_1194.03,0.044,4.176366,0,0.0051533972050433405,0.64,0.61,4350,0.10259630448197436
KOI_1198.04,0.021,1.008617,0,0.011305974731867624,1.198,1.14,6495,0.12936055782509812
KOI_1199.01,0.254,53.52939,0,0.01756823332265309,0.766,0.695,4742,0.2016240418515322
KOI_1201.01,0.031,2.757567,0,0.006144573547926738,0.539,0.516,4002,0.10794915515059911
KOI_1377.01,0.102,11.29714,0,0.013688101523974858,1.122,1.1,6283,0.16236980361495074
KOI_1378.01,0.13,19.30125,0,0.005971487803142129,0.789,0.848,5234,0.10705701337249499
KOI_1379.01,0.062,5.621546,0,0.0051533972050433405,0.997,0.89,5870,0.10259630448197436
KOI_1385.01,0.141,18.6100931,0,1,1.069,0.97,6110,5.7097073798663995
KOI_165.01,0.102,13.22178,0,0.02363321946347999,0.815,0.814,5221,0.24444684720053025
KOI_1387.01,0.161,23.799932,0,1,0.988,0.96,5916,4.193066357089387
KOI_1570.01,0.069,6.338518,0,0.025376995857834782,1.07,0.92,5863,0.2542604067596756
KOI_1572.01,0.092,9.80314,0,0.019817626083733695,1.06,0.87,5920,0.21946687741361473
KOI_1573.01,0.17,24.811944,0,0.11762720397578394,1.07,0.98,6106,0.5174422313003925
KOI_1573.02,0.074,7.136813,0,0.012274051096458335,1.07,0.98,6106,0.14452696805286824
KOI_1574.03,0.062,5.83343,0,0.0013018906606631936,0.956,0.85,5723,0.06958705869212174
KOI_1576.01,0.089,10.415808,0,0.031995272040181454,0.856,1.03,5577,0.28548536899332
KOI_1576.02,0.103,13.084143,0,0.024565958336960184,0.856,1.03,5577,0.24979969786915496
KOI_183.01,0.038,2.68432897,0,1,1.028,0.93,5976,1.106255804849115
KOI_1576.03,0.152,23.34032,0,0.012341080220345241,0.856,1.03,5577,0.14541910983097237
KOI_1577.01,0.033,2.806242,0,0.011564804514926986,0.596,0.566,4320,0.13025269960320224
KOI_994.01,0.049,4.298863,0,0.0074472135885528135,0.839,0.88,5461,0.11419414759732799
KOI_1002.01,0.045,3.481538,0,0.009137374910657577,0.976,1.012,5481,0.121331281822161
KOI_1005.01,0.193,35.61758,0,0.07965316849429974,0.758,0.77,5131,0.42822805348997994
KOI_1202.01,0.016,0.9282974,0,0.0054712583658563475,0.611,0.552,4317,0.1043805880381826
KOI_1203.01,0.2,31.88293,0,0.026219735239476377,1.05,0.95,6057,0.25872111565019623
KOI_1203.03,0.265,48.6541,0,0.024565958336960184,1.05,0.95,6057,0.24979969786915496
KOI_1204.01,0.084,8.39811,0,0.015382978884511782,1.14,1.06,6317,0.18110478095513735
KOI_1205.01,0.085,8.63845,0,0.017464874367569466,1.1,1,6182,0.20073190007342812
KOI_1206.01,2.592,1548,0,0.10748570155606889,0.97,1.44,5754,0.5531279024245574
KOI_1207.01,0.103,13.73468,0,0.021619793887072344,0.777,0.81,5222,0.2319568623070725
KOI_1208.01,0.909,288.8824,0,0.1273715755707406,1.199,1.14,6506,0.5888135735487224
KOI_1209.01,0.8,272.07,0,0.19078333666447994,0.922,0.81,5584,0.678027751359135
KOI_1210.01,0.122,14.55426,0,0.016379849649289752,1.14,1.06,6321,0.19091834051428275
KOI_1391.01,0.081,7.9811836,0,0.4910418064273073,1.11,1.02,6225,0.78508476473163
KOI_1393.01,0.022,1.6947354,0,0.017989941138038083,0.51,0.6,3972,0.20519260896394872
KOI_1395.01,0.063,6.230227,0,0.031995272040181454,0.862,0.76,5363,0.28548536899332
KOI_166.01,0.098,12.493311,0,0.020312190424289847,0.81,0.91,5386,0.22303544452603125
KOI_1397.01,0.059,6.247069,0,0.0391524451175911,0.69,0.96,4019,0.3122496223364437
KOI_1398.01,0.064,5.823445,0,0.03421728956301689,1.03,0.91,5542,0.2944067867743612
KOI_1399.01,0.077,8.75061,0,0.01910477129521287,0.81,0.7,4775,0.21411402674498997
KOI_1402.01,0.073,7.13968,0,0.017464874367569466,1.023,0.92,5973,0.20073190007342812
KOI_1403.01,0.117,18.75444,0,0.014225792424438773,0.606,0.575,4373,0.1686147960616796
KOI_1404.01,0.096,13.32411,0,0.01399227273788108,0.658,0.585,4518,0.16593837072736725
KOI_1581.01,0.18,29.53941,0,0.017989941138038083,0.889,0.81,5506,0.20519260896394872
KOI_1581.02,0.519,144.5431,0,0.026219735239476377,0.889,0.81,5506,0.25872111565019623
KOI_1582.01,0.622,186.3986,0,0.15011862494678832,0.925,0.82,5612,0.6244992446728874
KOI_1583.01,0.078,8.04732,0,0.01666659798665551,0.987,0.88,5841,0.1935947658485951
KOI_1584.01,0.053,5.870719,0,0.009364181658773018,0.587,0.558,4280,0.12222342360026513
KOI_1585.01,0.139,19.17903,0,0.01910477129521287,0.964,0.86,5751,0.21411402674498997
KOI_1586.01,0.064,6.991307,0,0.01181375325229529,0.708,0.628,4735,0.13828197560613936
KOI_1587.01,0.254,52.97116,0,1,0.77,0.78,5181,1.605855200587425
KOI_1588.01,0.038,3.517482,0,0.006683170224232892,0.581,0.552,4246,0.11062558048491149
KOI_1589.02,0.108,12.882525,0,0.01910477129521287,1.02,1.03,6013,0.21411402674498997
KOI_1007.01,0.076,7.40758,0,0.016285734078303266,1.06,0.99,5665,0.1900261987361786
KOI_1014.01,0.117,17.31729,0,0.02318294114622877,0.717,0.7,4922,0.24177042186621786
KOI_1015.01,0.091,9.4288,0,0.02006293496229358,1.12,1.02,6243,0.22125116096982297
KOI_1015.02,0.052,4.08902,0,0.008055380418801888,1.12,1.02,6243,0.11687057293164037
KOI_1017.01,0.125,17.44487,0,0.03660046286224619,0.849,0.95,5530,0.3033282045554025
KOI_1020.01,0.288,54.356319,0,1,1.08,1.45,6059,5.263636490814337
KOI_2209.01,0.134,18.30216,0,0.0053107810115709695,0.96,0.86,5744,0.10348844626007848
KOI_2210.01,0.036,2.88887,0,0.010799121778904323,0.72,0.711,4948,0.12757627426888987
KOI_2212.01,0.132,17.14624,0,0.013688101523974858,1.05,0.91,5710,0.16236980361495074
KOI_2213.01,0.045,3.970805,0,0.012140985226052094,0.77,0.8,5194,0.14274268449666
KOI_2214.01,0.03,2.352237,0,0.0048478132389415856,0.679,0.646,4724,0.1008120209257661
KOI_2215.01,0.148,22.0406,0,0.0014871817801833484,0.888,0.903,5647,0.07226348402643412
KOI_2216.01,0.152,23.34034,0,0.01910477129521287,0.86,0.97,5555,0.21411402674498997
KOI_2217.01,0.208,37.80223,0,0.014304699747848941,0.837,0.73,5264,0.16950693783978374
KOI_2219.01,0.043,3.757307,0,0.004136256415679355,0.744,0.691,4969,0.0963513120352455
KOI_2221.01,0.096,10.62879,0,0.016570274015107838,1.035,1.02,6059,0.192702624070491
